SURVEYID	FORMTYPE	RESPTYPE	AGCYTYPE	AGENCY	CITY	STATE	ZIPCODE	SWNAUTHEMP	SWNFTEMP	SWNPTEMP	CIVFTEMP	CIVPTEMP	TOTFTEMP	TOTPTEMP	FTRESERVESWN	PTRESERVESWN	FTRESERVECIV	PTRESERVECIV	FTGANGOFF	PTGANGOFF	FTDRUGOFF	PTDRUGOFF	FTTERROFF	PTERROFF	FTHUMTRFOFF	PTHUMTRFOFF	NUMRESPOFF	NUMCPO	NUMSRO	NUMPATR	NUMINVST	NUMJAIL	NUMCRTSEC	NUMPROCSERV	OPBUDGET	OPBUDGEST	DRUGFORF	GAMBFORF	OTHRFORF	ASFOREST	MINEDUC	EDREQEXM	BACKGRND	CREDHIS	CRIMHIS	DRIVHIS	INTERVW	PERSTEST	POLYEXAM	PSYCHEVAL	VOICESTRESS	WRITAPTEST	ANPROBSOLV	CULTDIV	CONFMGT	SECLANG	VOLHIS	DRUGTEST	MEDEXAM	PHYSTEST	TOTACAD	TOTFIELD	TOTINSRV	WHITE	BLACK	HISPANIC	ASIAN	NATHAW	AMERIND	MULTRACE	UNKRACE	MALE	FEMALE	TOTGENDER	SWNBILING	CIVBILING	SWNINTERP	CIVINTERP	VOLINTERP	CONINTERP	OTHINTERP	INTERPDESC	EDUCPAY	HAZARDPAY	MERITPAY	SHIFTPAY	SKILLPAY	LANGPAY	TUITIONPAY	MILPAY	COLLBARG	RESPAY	CHIEFMIN	CHIEFMAX	SGTMIN	SGTMAX	ENTRYMIN	ENTRYMAX	OPER911	NUMWIRE	EXACTLOC	GENLOC	CARPAT	MOTOPAT	FOOTPAT	AIRPAT	BOATPAT	HORSEPAT	BIKEPAT	SEGPAT	OTHERPAT	OTHPATDESC	CPTRNNEW	CPTRNINSERV	CPMISSION	CPSARA	CPSARANUM	CPACADEMY	CPPLAN	CPGEO	CPGEONUM	CPPROBSOLV	CPTECHUP	CPPARTNER	CPSURVEY	CPUNIT	CPNONE	ADVGRP	BUSGRP	FAITHORG	LOCGOVT	OTHLOCLEA	NEIGHASC	SENIORGRP	SCHOOLGRP	YOUTHSERV	EMAILMRKT	WEBFEEDBACK	WEBMAPS	WEBSTATS	LISTSERV	REV911NOT	MASSNOTNUM	NONEM311	EREPORTING	ECRIMEREP	OTHRCP	OTHCPDESC	TERRPLAN	INTEROP	TERRPREPDIV	TERRPREPFEAR	TERPREPINFO	TERRPREPMEET	TERRPREPINCR	TERRPREPEXER	OTHTERRPREP	TERRPREPDESC	SWNINTEL	CIVINTEL	SEMIPRIM	SEMIBACK	PRIM10MM	BACK10MM	PRIM9MM	BACK9MM	PRIM45	BACK45	PRIM40	BACK40	PRIM357	BACK357	PRIM380	BACK380	PRIMOTHCAL	BACKOTHCAL	PRIMANYSEMI	BACKANYSEMI	REVOPRIM	REVOBACK	NOBACKUP	ASSLTWEAP	SHOTGUN	CARBINE	RIFLE	OTHSECWP	SECGUNDESC	NOSECGUN	ARMORREQ	NUMDOGS	NUMHORSES	TRADBATON	PR24BATON	COLLBATON	SOFTPROJ	BLACKJACK	RUBBULLET	OTHIMP	OTHIMPDESC	OCPEPPER	OTHCHEM	OTHCHEMDESC	CED	NECKHOLD	OTHNONLETH	OTHACTDESC	DIGPRINTS	DIGFACEREG	DIGMUGSHOT	DIGPHOTO	DIGCOMP	DIGNONE	INFRARED	GOGGLES	IMAGEINT	LPREADER	LASERRANGE	OPTICNONE	ENGDISRUPT	TIREDEFLATE	VEHTRACK	NOVEHSTOP	NUMMRKCARS	NUMOTHMRK	NUMUMKCARS	NUMOTHUNM	NUMPLANES	NUMCOPTERS	NUMBOATS	NUMMOTOR	TAKEHOME	PERSUSE	OUTSIDEJUR	VIDCAM	NUMCARCAM	NUMFIXCAM	NUMMOBCAM	SHOTSENSOR	NUMSENSOR	COMCOMMPROB	COMBOOKING	COMCRIMANL	COMCRIMEMAP	COMINVEST	COMCAD	COMFLEET	COMHOTSPOT	COMINFCOMM	COMINFWRIT	COMINTEL	COMINFOSHAR	COMINTERNET	COMPERSREC	COMRECMAN	COMRESALLO	COMNONE	ALARMFILES	ARRESTFILES	BIOMETFILES	CFSFILES	CMPLNTFILES	PRINTFILES	INCREPFILES	GUNFILES	INTELFILES	PROPFILES	SUMMFILES	TRAFCITFILES	TRAFSTOPFILES	USEFORCEFILES	WARRANTFILES	GANGFILES	PAWNFILES	PROTORDFILES	NONEFILES	USEINFCOM	NUMPERM	NUMDOCK	NUMPORT	MVRECACC	DRIVRECACC	CRIMRECACC	WARRRANTACC	PROTORDACC	INFOSHARACC	ADDRINFOACC	WEBACC	GISMAPACC	OTHERACC	OTHACCDESC	TRANSMIT	TRNSDESC	AFISOWNER	AFISTERM	AFISOTHER	AFISNONE	EARLYWARN	AUTOUNIT	BIASUNIT	BOMBUNIT	CHILDUNIT	CRPREVUNIT	CRIMANUNIT	CYBERUNIT	DVUNIT	DRUGEDUNIT	FINCRMUNIT	DRUGENFUNIT	GANGUNIT	DUIUNIT	INTAFFUNIT	JUVCRMUNIT	METHUNIT	MISCHDUNIT	REPOFFUNIT	RESPLANUNIT	SCHSAFEUNIT	TERRHOMEUNIT	VICTASSTUNIT	DEADFORCPLCY	LESSTHANPLCY	CODECONDPLCY	OFFDEMPLPLCY	MAXHOURSPLCY	OFFDCONDPLCY	MEDIAPLCY	EAPPLCY	MENTILLPLCY	HOMELESSPLCY	DOMDISPPLCY	JUVENILEPLCY	LIMITENGPLCY	INCUSDTHPLCY	RACIALPRPLCY	CITCOMPPLCY	IMMSTATPLCY	NUMUOFSUST	NUMUOFOTH	NUMUOFPEND	NUMUOFTOT	CCRB	CCRBPOWERS	OUTSIDEINV	IMPBUDGET	IMPTRNACD	IMPTRNFLD	IMPTRNINS	IMPCHFMIN	IMPCHFMAX	IMPSGTMIN	IMPSGTMAX	IMPENTRYMIN	IMPENTRYMAX	IMPGENDER	IMPRACE	IMPSWNINTEL	IMPCIVINTEL	IMPCARCAM	IMPSITECAM	IMPMOBLCAM	IMPMARKED	IMPOTHMKD	IMPUNMARKED	IMPOTHUNMKD	IMPMOTOS	IMPBOATS	IMPPLANES	IMPCOPTERS	IMPMOUNTED	IMPDOCKING	IMPNONDOCK	IMPSARA	IMPGEOG	IMPDRUGTASK	IMPGANGTASK	IMPHUMNTASK	IMPTERRTASK	IMPCELL	ORI	CSLLEA04_ID	POPULATION	LPDSAMPGRP	FINALWT_PAGE1	FINALWT_PAGE2ON
2048	S	full	1	LAFAYETTE COUNTY SHERIFFS OFFICE	Oxford	MS	38655	27	26	2	4	3	30	5	0	3	0	0	0	0	0	0	0	0	0	0	26	26	3	 	 	 	 	 	6000000	 	0	0	0	 	4	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	400	0	0	24	2	0	0	0	0	0	0	25	1	26	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	59079	60000	36334	43193	30000	35323	1	1	1	1	1	0	0	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	8888	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	2	 	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	8	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	MS03600	10013930	43153	 	4.782301	4.903811
2054	S	full	1	LINCOLN COUNTY SHERIFFS DEPARTMENT	Brookhaven	MS	39602	20	20	5	25	0	45	5	0	20	0	0	0	0	0	0	0	0	0	0	19	0	1	 	 	 	 	 	1500000	1	30000	0	0	1	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	400	40	24	15	5	0	0	0	0	0	0	19	1	20	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	63000	63000	27700	32200	26000	31000	1	1	0	1	1	0	0	0	0	0	0	0	0	 	8	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	1	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	2	0	1	1	1	1	0	1	0	 	1	1	CS	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	1	4	2	0	0	0	0	1	1	0	0	0	0	0	0	8888	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	12	0	0	0	0	0	0	0	0	0	0	0	1	ACCIDENTS AND FIELD REPORTS	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	8	1	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	MS04300	10014000	34549	 	4.782301	4.903811
2049	S	full	1	LAUDERDALE COUNTY SHERIFFS DEPT	Meridian	MS	39301	54	53	0	63	0	116	0	0	10	0	0	0	0	8	0	0	0	0	0	19	0	4	 	 	 	 	 	5652638	 	2077130	0	0	 	4	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	400	168	0	43	9	0	1	0	0	0	0	50	3	53	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	88000	88000	26016	44300	23650	40300	1	0	0	0	1	0	0	0	0	0	0	0	0	 	0	0	1	0	8888	0	0	1	19	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	3	0	0	0	1	1	0	1	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	5	3	13	0	0	0	0	1	1	1	1	24	0	0	0	8888	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	MS03800	10013950	77917	 	4.782301	4.903811
2075	S	full	1	WAYNE COUNTY SHERIFFS DEPARTMENT	Waynesboro	MS	39367	13	13	2	9	0	22	2	0	0	0	0	0	0	1	0	0	0	0	0	11	13	1	 	 	 	 	 	1200000	1	6600	0	0	1	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	405	0	0	9	4	0	0	0	0	0	0	13	0	13	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	999999	60000	999999	42000	999999	40000	2	1	0	0	1	0	0	0	0	0	0	0	0	 	8	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	2	0	0	1	1	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	2	1	0	0	1	0	1	0	0	1	5	0	0	0	8888	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MS07700	10014340	21085	 	4.782301	4.903811
2060	S	partial	1	NOXUBEE COUNTY SHERIFFS DEPARTMENT	Macon	MS	39341	4	4	0	6	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	 	 	 	 	 	300000	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	0	 	 	 	 	 	 	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	12	MS05200	10014090	11860	 	4.782301	0
2051	S	partial	1	LAWRENCE COUNTY MISSISSIPPI	Monticello	MS	39654	8	8	0	16	0	24	0	4	0	0	0	0	0	1	0	0	0	0	0	8	0	0	 	 	 	 	 	1200000	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	0	 	 	 	 	 	 	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	11	MS03900	10013960	13330	 	4.782301	0
2078	S	full	1	CASCADE COUNTY SHERIFF AND	Great Falls	MT	59404	33	33	0	96	0	129	0	0	16	0	0	0	0	2	0	0	0	0	0	19	19	1	 	 	 	 	 	8969607	 	38900	0	32100	1	4	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	480	540	40	32	0	1	0	0	0	0	0	29	4	33	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	1	1	0	53300	999999	45300	999999	38000	999999	1	1	1	1	1	0	1	0	1	0	0	0	0	 	1	1	1	1	20	0	1	1	20	0	1	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	0	1	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	0	0	0	0	1	1	0	0	0	 	1	1	CN/CS IS AVAILABLE AS NEEDED	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	12	8	3	0	0	2	0	1	0	0	1	8	4	2	0	8888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	13	0	6	1	1	0	1	1	1	0	0	0	0	 	1	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	MT00700	10015620	81784	 	4.782301	4.903811
2083	S	full	1	GRANITE COUNTY	Philipsburg	MT	59858	5	5	0	4	1	9	1	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	 	 	 	 	 	548000	1	3000	0	0	 	4	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	540	80	0	5	0	0	0	0	0	0	0	5	0	5	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	1	0	42000	42000	999999	999999	31434	35000	1	0	0	0	1	0	1	0	0	0	0	0	0	 	0	0	0	1	5	0	0	1	5	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	0	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	1	0	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	2	0	0	0	0	0	0	1	0	0	1	5	0	0	0	8888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	MT02000	10015750	2841	 	4.782301	4.903811
2079	S	full	1	CHOUTECA CO SHERIFFS OFFICE	Fort Benton	MT	59442	10	9	0	9	2	18	2	0	5	0	0	0	0	0	0	0	0	0	0	9	9	9	 	 	 	 	 	934000	 	1300	0	0	1	4	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	480	120	40	7	0	2	0	0	0	0	0	9	0	9	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	0	0	36600	36600	35600	35600	31110	32990	1	1	1	1	1	0	0	0	0	0	0	0	0	 	1	1	1	1	10	1	0	1	10	0	1	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	0	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	0	0	0	0	0	0	0	1	0	0	1	9	0	0	0	8888	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8	1	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	MT00800	10015630	5245	 	4.782301	4.903811
2085	S	full	1	HILL COUNTY SHERIFFS OFFICE	Havre	MT	59501	13	13	4	12	5	25	9	0	4	0	0	0	0	1	0	0	0	0	0	10	0	0	 	 	 	 	 	1400485	 	0	0	0	 	4	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	420	580	0	12	0	0	0	0	1	0	0	12	1	13	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	36000	999999	34500	999999	27072	999999	1	1	0	1	1	0	0	0	0	0	0	1	0	 	0	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	0	1	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	0	4	0	0	0	0	0	1	0	0	1	3	0	0	0	8888	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MT02100	10015760	16536	 	4.782301	4.903811
2089	S	full	1	PONDERA COUNTY SHERIFFS OFFICE	Conrad	MT	59425	9	8	1	2	5	10	6	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	 	 	 	 	 	1640183	 	586	0	0	1	4	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	480	0	0	7	0	0	0	0	0	1	0	7	1	8	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	35848	999999	34055.6	34055.6	29307.2	999999	1	0	0	0	1	0	0	0	0	0	0	0	0	 	3	3	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	1	0	1	1	0	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	0	1	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	5	1	0	0	0	0	0	1	0	1	1	7	0	0	0	8888	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	8	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	8	1	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	MT03700	10015920	5921	 	4.782301	4.903811
2088	S	full	1	MEAGHER COUNTY SHERIFF DEPARTMENT	White Sulphur Springs	MT	59645	4	4	0	6	1	10	1	0	5	0	1	0	0	0	0	0	0	0	0	4	0	0	 	 	 	 	 	150000	 	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	480	80	40	4	0	0	0	0	0	0	0	4	0	4	 	 	 	 	 	 	 	 	1	1	0	1	0	0	1	0	0	0	35624	37300	29691	31500	25500	25500	1	0	0	1	1	0	0	1	0	1	0	0	0	 	2	2	1	0	8888	0	0	0	8888	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	0	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	0	1	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	0	0	1	1	1	0	0	1	1	1	1	7	1	1	0	8888	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	5	0	0	0	0	0	0	0	1	1	0	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	1	1	 	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	MT03000	10015850	1894	 	4.782301	4.903811
2087	S	full	1	MCCONE COUNTY SHERIFFS OFFICE	Circle	MT	59215	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	 	 	 	 	 	140000	 	0	0	0	 	4	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	480	40	40	4	0	0	0	0	0	0	0	4	0	4	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	35000	35000	31500	31500	28350	28350	2	1	0	0	1	0	0	0	0	0	0	0	0	 	8	2	0	0	8888	0	0	0	8888	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	1	1	0	 	1	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	0	0	0	1	1	1	0	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	0	0	0	0	0	1	0	1	0	0	1	4	1	0	0	8888	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	MT02800	10015840	1716	 	4.782301	4.903811
