ORI7	ORI9	SHERIFF_FLAG	TYPE	TRIBALPD	COUNTYPD	AGENCYID	BJS_AGENCYNAME	CITY	STATENAME	STATECODE	ZIPCODE	POP2012	SAMPLETYPE_FINAL	STRATCODE	FTSWORN	FTCIV	PTSWORN	PTCIV	PERS_PDSW_MFT	PERS_PDSW_MPT	PERS_PDSW_FFT	PERS_PDSW_FPT	PERS_FTS_WHT	PERS_FTS_BLK	PERS_FTS_HSP	PERS_FTS_IND	PERS_FTS_ASN	PERS_FTS_HAW	PERS_FTS_TWO	PERS_FTS_UNK	PERS_FTS_RACETOT	PERS_RESP_PATRL	PERS_RESP_INVST	PERS_RESP_JAIL	PERS_RESP_CRT	PERS_RESP_OTHR	PERS_SUP_CHF_M	PERS_SUP_CHF_F	PERS_SUP_INTM_M	PERS_SUP_INTM_F	PERS_SUP_SGT_M	PERS_SUP_SGT_F	PERS_SSW_FT	PERS_SSW_PT	PERS_UPSW	PERS_DUT_NONE	PERS_DUT_ADMN	PERS_DUT_CLN	PERS_DUT_LGL	PERS_DUT_ACCT	PERS_DUT_FSCI	PERS_DUT_RSRCH	PERS_DUT_HR	PERS_DUT_IT	PERS_DUT_VM	PERS_DUT_CD	PERS_DUT_CRT	PERS_DUT_JAIL	PERS_DUT_OTHR	PERS_DUT_SPEC	PAY_SAL_EXC_MIN	PAY_SAL_EXC_MAX	PAY_SAL_SGT_MIN	PAY_SAL_SGT_MAX	PAY_SAL_OFCR_MIN	PAY_SAL_OFCR_MAX	PAY_INCT_EDU	PAY_INCT_VOC	PAY_INCT_LANG	PAY_INCT_SPCL	PAY_INCT_HZRD	PAY_INCT_SD	PAY_INCT_RINC	PAY_INCT_MRT	PAY_INCT_OTHR	PAY_INCT_SPEC	PAY_OUT	PAY_RST_NO	PAY_RST_HRS	PAY_RST_TYPE	PAY_RST_OTHR	PAY_RST_SPEC	PAY_BARG	PAY_SBARG	PAY_RMB_TUIT	PAY_RMB_UNF	PAY_RMB_ARMR	PAY_RMB_SFTY	PAY_RMB_FIRE	PAY_OVER_SW	PAY_OVER_NSW	PAY_FUNC_CRT	PAY_FUNC_SHFT	PAY_FUNC_PTRL	PAY_FUNC_INVS	PAY_FUNC_ADMN	PAY_FUNC_EMRG	PAY_FUNC_EVNT	PAY_FUNC_OTHR	PAY_FUNC_SPEC	PAY_LMT	PAY_VEH_MRK	PAY_VEH_UMRK	HIR_FRZ	HIR_MTH_SW10	HIR_MTH_SW11	HIR_MTH_SW12	HIR_MTH_NSW10	HIR_MTH_NSW11	HIR_MTH_NSW12	HIR_NBR	HIR_NBR_DRCT_FT	HIR_NBR_DRCT_PT	HIR_NBR_PRE_FT	HIR_NBR_PRE_PT	HIR_NBR_LAT_FT	HIR_NBR_LAT_PT	HIR_NBR_TFT	HIR_NBR_TPT	HIR_TRN_NO_L	HIR_TRN_NO_P	HIR_TRN_CRS_L	HIR_TRN_CRS_P	HIR_TRN_FLD_L	HIR_TRN_FLD_P	HIR_TRN_DIR_L	HIR_TRN_DIR_P	HIR_TRN_OLATS	HIR_TRN_OPRES	HIR_NSWT_NO	HIR_NSWT_VAR_FT	HIR_NSWT_VAR_PT	HIR_EDU_NO	HIR_EDU_HS	HIR_EDU_SCOL	HIR_EDU_AD	HIR_EDU_BD	HIR_EDU_OTHR	HIR_EDU_SPEC	HIR_MIL	HIR_BD_VAR	HIR_RTR_DB	HIR_RTR_DC	HIR_RTR_SS	HIR_RTR_OTHR	HIR_RTR_SPEC	HIR_SEP_NMED	HIR_SEP_MED	HIR_SEP_VOL	HIR_SEP_LAYOFF	HIR_SEP_DIS	HIR_SEP_OTHR	HIR_SEP_TTL	HIR_SEPNS_LAYOFF	HIR_SEPNS_OTHR	HIR_SEPNS_TTL	BDGT_MNTH	BDGT_TTL	BDGT_TTL_EST	BDGT_SRC_MNC	BDGT_SRC_CNTY	BDGT_SRC_STATE	BDGT_SRC_FED	BDGT_SRC_CONT	BDGT_SRC_ASST	BDGT_SRC_FEE	BDGT_SRC_OTHR	BDGT_SRC_SPEC	BDGT_RED	BDGT_PCT_SW	BDGT_PCT_NSW	BDGT_FUR	BDGT_FUR2_SW10	BDGT_FUR2_SW11	BDGT_FUR2_SW12	BDGT_FUR2_NSW10	BDGT_FUR2_NSW11	BDGT_FUR2_NSW12	COM_MIS	COM_TRN_REC	COM_TRN_INSRV	COM_SARA	COM_NSARA	COM_COL	COM_PTNR	COM_BT	COM_NBT	COM_SURV	TECH_TYP_GUN	TECH_TYP_LIC	TECH_TYP_SMRT	TECH_TYP_VPUB	TECH_TYP_VVEH	TECH_TYP_VPAT	TECH_TYP_VWPN	TECH_TYP_VOTHR	TECH_EAC_MREC	TECH_EAC_DREC	TECH_EAC_CRIM	TECH_EAC_WARR	TECH_EAC_PROT	TECH_EAC_ADRS	TECH_CIR	TECH_CIR_SPEC	TECH_CRS	TECH_CREC_INC	TECH_CREC_SUM	TECH_CREC_NAR	TECH_CREC_OTHR	TECH_CREC_SPEC	TECH_REC_NAR	TECH_REC_CODE	TECH_REC_STAT	TECH_REC_VIC	TECH_REC_SUS	TECH_REC_LOC	TECH_REC_GEO	TECH_REC_DATE	TECH_WHO_NO	TECH_WHO_STAFF	TECH_WHO_EXTR	TECH_MANY_FTS	TECH_MANY_PTS	TECH_MANY_FTNS	TECH_MANY_PTNS	TECH_OUT_LAW	TECH_OUT_GOV	TECH_OUT_UNIV	TECH_OUT_VEND	TECH_OUT_OTHR	TECH_OUT_OTHR_SPEC	TECH_WEB_NONE	TECH_WEB_JUR	TECH_WEB_BEAT	TECH_WEB_MAP	TECH_WEB_OFFND	TECH_WEB_OTHR	TECH_WEB_SPEC	TECH_PUBL_REP	TECH_PUBL_ASK	TECH_PUBL_FILE	TECH_PUBL_OTHR	TECH_PUBL_SPEC	TECH_REPT	TECH_RECV	TECH_MEDIA_TW	TECH_MEDIA_FB	TECH_MEDIA_BLOG	TECH_MEDIA_YTBE	TECH_MEDIA_MASS	TECH_MEDIA_OTHR	TECH_MEDIA_SPEC	VEH_OPRT_MK	VEH_OPRT_UNMK	VEH_TYP_MTR	VEH_TYP_ATV	VEH_TYP_AIR	VEH_TYP_HCOP	VEH_TYP_BOAT	VEH_TYP_DRONE	VEH_TYP_OTHR	VEH_TYP_SPEC	VEH_WPUR	VEH_WPUR_SPEC	VEH_DOC	VEH_DOC_SPEC	VEH_NPUR	VEH_NPUR_EST	VEH_NPUR_UNK	VEH_REST_NO	VEH_REST_ALN	VEH_REST_VISL	VEH_REST_SEPR	VEH_REST_RADIO	VEH_REST_ARM	VEH_REST_OTHR	VEH_REST_SPEC	VEH_CNTN	SAFE_AUTH_HGN	SAFE_AUTH_RFL	SAFE_AUTH_SGN	SAFE_AUTH_BTN	SAFE_AUTH_IMP	SAFE_AUTH_SOFT	SAFE_AUTH_SPRAY	SAFE_AUTH_CHEM	SAFE_AUTH_TASR	SAFE_AUTH_NECK	SAFE_AUTH_TKDWN	SAFE_AUTH_OHAND	SAFE_AUTH_CHAND	SAFE_AUTH_LEG	SAFE_DOC_DISF	SAFE_DOC_DCHF	SAFE_DOC_BAT	SAFE_DOC_IMP	SAFE_DOC_SOFT	SAFE_DOC_SPRAY	SAFE_DOC_CHEM	SAFE_DOC_DIST	SAFE_DOC_DCHT	SAFE_DOC_NECK	SAFE_DOC_TKDWN	SAFE_DOC_OHAND	SAFE_DOC_CHAND	SAFE_DOC_LEG	SAFE_FINC	SAFE_FINC_SPEC	NO_RECORD_FORCE	SAFE_FRC_INC	SAFE_FRC_OFFC	SAFE_FRC_OTHR	SAFE_FRC_SPEC	SAFE_FTTL	SAFE_FTTL_EST	SAFE_FTTL_UNK	SAFE_SEPR	SAFE_SEPR_EST	SAFE_SEPR_UNK	SAFE_ARMR	SAFE_ARMR_OTHRS	SAFE_RQUR_ACC	SAFE_RQUR_RSK	SAFE_RQUR_ALL	SAFE_RQUR_CSTM	SAFE_RQUR_TRN	SAFE_RQUR_COMP	SAFE_RQUR_BLST	NO_BODY_ARMOR	SAFE_PAY_DPT	SAFE_PAY_IND	SAFE_PAY_GRNT	SAFE_PAY_OTHR	SAFE_PAY_SPEC	ISSU_ADDR_BIAS	ISSU_ADDR_BOMB	ISSU_ADDR_ABSE	ISSU_ADDR_CYBR	ISSU_ADDR_DPV	ISSU_ADDR_TERR	ISSU_ADDR_TRAF	ISSU_ADDR_DUI	ISSU_ADDR_JUV	ISSU_ADDR_GANG	ISSU_ADDR_REEN	ISSU_ADDR_FUG	ISSU_ADDR_VIC	ISSU_ADDR_SWAT	ISSU_SPEC	ISSU_MULTI	ISSU_TASK_SWAT	ISSU_TASK_DRUG	ISSU_TASK_GANG	ISSU_TASK_TRAF	ISSU_TASK_OTHR	ISSU_TASK_SPEC	BASEWT	NRADJUST	FINALWT
VA03002	VA0300200	 	1	2	2	VA061-3096	WARRENTON POLICE DEPT	Warrenton	Virginia	VA	20186	9803	Local- 10 to 24	104	22	2	2	2	19	2	3	0	15	2	3	1	0	0	1	0	22	15	3	0	0	4	1	0	0	0	6	0	0	0	3	2	1	2	2	1	2	1	1	2	2	2	2	2	1	purchasing; accreditation manager; buidling/grounds management	76238	121982	46804	74886	36672	58675	2	2	2	2	2	1	2	1	2	 	1	2	1	1	1	must be approved by Chief; salary scale; type of arrests involved; location restrictions	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	local hospital security	1	1	1	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	2	2	1	2	1	2	2	1	 	 	1	0	0	2	1	2	2	2	2	 	-8	0	1	1	1	2	 	0	0	0	0	0	0	0	0	0	0	7	2567765	1	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	4	4	2	-8	2	2	2	0	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	 	1	1	1	1	2	 	1	1	2	1	1	1	2	1	2	1	2	1	0	1	1	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	1	2	2	2	 	2	1	2	2	2	2	1	2	 	16	7	1	2	2	2	2	2	1	Segway	2	 	5	Incident/Pursuit/Other Form	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	3	1	1	1	1	2	1	1	-8	-8	1	-8	2	1	-8	1	1	1	1	1	 	2	1	2	2	 	6	1	2	-8	 	 	2	 	1	1	1	1	1	1	2	2	1	2	2	2	 	3	5	3	3	4	4	5	3	3	3	5	5	4	5	0	2	-8	-8	-8	-8	-8	 	6.26	1.138	7.123
VA09700	VA0970000	0	2	 	 	VA197-3129	WYTHE COUNTY SHERIFFS OFFICE	Wytheville	Virginia	VA	24382	29251	Sheriff- 25 to 49	203	39	8	12	2	34	11	5	1	38	1	0	0	0	0	0	0	39	24	6	0	5	4	1	0	4	0	0	1	0	0	0	2	1	2	2	1	2	1	1	1	2	1	2	2	2	 	80209	89272	51160	64043	26116	30097	1	1	2	2	1	2	2	1	2	 	2	-8	-8	-8	-8	 	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	 	2	1	1	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	0	1	0	1	2	2	1	2	2	2	2	2	 	 	2	1	1	2	1	2	2	2	2	 	2	0	1	1	1	2	 	0	0	0	0	0	0	0	0	2	2	7	4080954	1	2	1	1	1	2	1	2	2	 	1	0	8	2	-8	-8	-8	-8	-8	-8	3	-8	1	2	-8	2	1	2	-8	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	4	 	1	1	1	1	1	Arrests and Warrants Served	1	1	1	2	1	1	2	1	2	1	2	1	0	2	0	-8	-8	-8	-8	-8	 	1	2	2	2	2	2	 	-8	-8	-8	-8	 	1	2	2	1	2	2	1	2	 	30	10	2	2	2	2	2	2	2	 	3	 	2	 	3	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	2	3	1	1	1	1	1	1	1	-8	-8	1	-8	1	1	-8	1	1	1	2	1	 	2	1	2	2	 	10	2	2	-8	 	 	2	 	1	1	1	2	1	1	1	2	1	2	1	2	 	5	4	4	4	1	4	5	4	4	4	5	4	2	4	2	1	2	1	2	2	1	Traffic Enforcement/Crash Reconstruction	4.389	1.12	4.898
VT00101	VT0010100	 	1	2	2	VT001-3074	BRISTOL POLICE DEPT	Bristol	Vermont	VT	05443	3875	Local- 2 to 4	106	3	0	4	1	3	4	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	59000	60000	35000	40000	34000	35000	2	2	2	2	2	1	1	1	1	On-Call Compensation	1	2	2	2	2	 	2	-8	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	 	2	1	3	1	12	12	12	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	1	1	2	1	 	Waiver course	1	0	0	2	1	2	2	2	2	 	2	0	1	1	1	2	 	0	0	0	0	0	0	0	0	0	0	7	343729	2	1	2	1	1	1	1	1	2	 	2	-8	-8	2	0	0	0	0	0	0	 	3	4	1	3	1	2	2	0	1	2	2	1	2	1	1	2	2	1	1	2	1	1	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	1	0	0	0	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	1	1	2	1	2	2	2	1	Front Page Forum	2	0	2	2	2	2	2	2	2	 	4	 	4	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	3	1	1	1	3	1	3	3	3	1	1	1	1	1	1	1	1	-8	1	-8	-8	-8	-8	1	1	1	1	4	 	2	1	1	2	 	12	1	2	14	1	2	1	 	-8	-8	-8	-8	-8	-8	-8	2	1	2	1	2	 	5	5	3	5	5	5	5	5	5	5	5	5	5	5	0	1	2	2	2	2	1	Child Abuse/Exploitation/Sexual Crimes	14.611	1.139	16.646
VT00500	VT0050000	0	2	 	 	VT009-3076	ESSEX COUNTY SHERIFFS DEPT	Guildhall	Vermont	VT	05905	6226	Sheriff- 1 FTE offic	207	3	0	11	0	3	9	0	2	2	0	1	0	0	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	 	 	-8	-8	-8	-8	2	1	2	2	2	2	2	2	1	special detail	1	 	 	 	 	 	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	2	2	3	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	1	0	1	0	2	2	1	2	2	2	2	2	 	 	1	-8	-8	2	1	2	2	2	2	 	-8	0	2	2	2	2	 	0	0	0	0	0	0	0	0	0	0	7	166000	1	1	1	1	1	1	2	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	4	3	2	-8	1	1	2	-8	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	1	0	0	0	-8	-8	-8	-8	-8	 	1	2	2	2	2	2	 	-8	-8	-8	-8	 	1	1	2	2	2	2	2	2	 	8	0	2	1	2	2	2	2	2	 	3	 	4	 	0	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	2	2	2	3	3	2	3	2	3	1	1	1	3	1	1	1	1	-8	1	-8	1	1	-8	1	-8	-8	-8	2	 	2	1	1	2	 	0	1	2	 	 	 	4	 	2	2	2	2	2	2	2	2	2	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	-8	-8	-8	-8	-8	 	5	1.2	6
VT01403	VT0140300	 	1	2	2	VT027-3079	HARTFORD POLICE DEPT	White River Junction	Vermont	VT	05001	9838	Local- 10 to 24	104	22	10	0	4	19	0	3	0	22	0	0	0	0	0	0	0	22	20	2	0	0	0	1	0	2	0	0	0	0	0	0	2	1	1	2	2	2	2	2	2	2	1	2	2	2	 	163276	176633	 	 	53292	62983	2	2	2	1	2	2	2	1	2	 	2	-8	-8	-8	-8	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 	2	3	3	1	1	1	1	0	0	1	2	2	0	0	0	0	0	2	0	2	2	1	1	1	1	2	2	 	 	2	1	2	2	1	2	2	2	2	 	2	2	1	1	1	2	 	0	0	2	0	0	0	2	0	1	1	7	2417923	2	1	2	2	1	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	2	1	12	1	2	1	12	2	2	1	1	1	1	1	2	2	1	1	2	1	1	2	4	 	1	1	2	1	2	 	1	1	1	2	2	1	1	1	2	2	1	 	 	 	 	1	2	2	2	2	 	2	2	2	2	2	1	Media/Press Releases	1	1	1	2	 	1	1	1	1	2	2	1	2	 	7	4	2	1	2	2	2	2	2	 	3	 	2	 	0	2	2	2	1	1	1	1	1	2	 	1	1	1	1	1	1	3	1	3	3	3	1	1	1	3	1	1	1	1	1	1	-8	-8	-8	-8	1	1	1	-8	1	 	2	2	1	2	 	-8	 	 	57	1	2	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	4	3	4	4	4	4	4	4	4	4	4	4	5	0	1	2	1	2	2	2	 	6.26	1.138	7.123
VT00901	VT0090100	 	1	2	2	VT017-3077	RANDOLPH POLICE DEPT	Randolph	Vermont	VT	05060	4762	Local- 5 to 9	105	6	0	2	1	5	2	1	0	6	0	0	0	0	0	0	0	6	3	3	0	0	0	1	0	0	0	1	0	0	0	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	60860	60860	48235	48235	36108	40414	2	2	2	2	2	1	2	2	2	 	1	2	2	2	2	 	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	1	0	1	0	1	1	2	2	2	2	2	2	 	 	1	0	0	2	1	2	2	2	2	 	2	0	1	1	1	2	 	0	0	1	0	0	0	1	0	0	0	7	460364	1	1	2	1	2	1	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	4	3	2	-8	2	1	2	0	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	2	2	1	2	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	1	1	2	1	2	2	2	2	 	2	1	2	2	2	2	2	2	2	 	3	 	3	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	3	1	3	1	3	1	1	1	1	2	1	1	1	-8	1	1	2	1	-8	1	1	1	2	1	 	2	2	1	1	Incident report and Use of Force form	-8	 	 	3	2	2	1	 	-8	-8	-8	-8	-8	-8	-8	2	1	2	1	2	 	4	5	4	4	4	4	5	4	4	5	5	4	4	5	0	1	1	2	2	2	2	 	7.288	1.19	8.675
VT00407	VT0040700	 	1	2	2	VT007-3075	SHELBURNE POLICE DEPT	Shelburne	Vermont	VT	05482	7449	Local- 10 to 24	104	12	8	6	4	12	6	0	0	12	0	0	0	0	0	0	0	12	12	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	2	2	2	2	2	1	2	2	1	2	2	2	 	 	 	 	 	 	 	1	2	2	1	1	1	2	2	2	 	1	2	1	1	2	 	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	 	1	3	2	2	-8	-8	-8	-8	-8	-8	2	0	1	0	0	0	0	0	1	2	2	2	2	1	2	2	2	 	 	2	0	2	2	1	2	2	2	2	 	2	0	1	1	1	2	 	0	0	0	0	0	0	0	0	1	1	6	1134778	2	1	2	2	2	1	2	1	2	 	2	-8	-8	2	0	0	0	0	0	0	 	1	1	2	-8	1	2	2	0	1	2	1	1	1	1	2	2	2	1	1	2	2	2	2	4	 	1	1	1	1	2	 	1	1	2	2	2	1	2	1	2	1	2	0	0	2	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	1	Basic Information	2	1	2	1	General Information	2	2	2	1	2	2	1	2	 	6	2	2	2	2	2	2	2	1	Snowmobile	4	 	2	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	3	1	1	3	3	1	1	1	-8	-8	1	-8	-8	1	1	1	-8	-8	-8	1	 	2	1	1	2	 	10	1	2	 	 	 	2	 	1	2	1	1	2	1	1	2	1	2	1	2	 	4	5	4	5	3	5	5	5	4	4	5	4	2	5	2	1	1	1	2	2	2	 	6.26	1.138	7.123
VTVSP00	VTVSP0000	 	3	2	2	VT023-3078	Vermont State Police	Waterbury	Vermont	VT	05676	627143	State - SR	301	322	98	0	22	285	0	37	0	316	4	1	0	1	0	0	0	322	190	66	0	0	0	1	0	3	0	72	7	0	28	0	2	1	2	1	1	1	1	1	1	1	1	2	2	2	 	118511	118511	69000	83000	42000	42000	1	2	2	1	2	1	2	1	2	 	1	2	1	1	1	Department/Jurisdiction Approval Required	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Contracted Services	1	2	2	2	-8	-8	-8	-8	-8	-8	2	20	0	3	0	7	0	30	0	2	1	1	2	2	1	1	2	 	 	2	5	4	2	1	2	2	2	2	 	2	88	1	1	1	2	 	10	1	8	0	3	0	22	0	0	0	7	60000000	1	2	2	1	1	1	1	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	2	1	4	2	-8	2	2	2	-8	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	4	0	3	0	-8	-8	-8	-8	-8	 	2	1	1	1	1	2	 	1	1	1	2	 	1	1	1	1	1	1	2	2	 	220	200	2	1	2	2	1	2	2	 	4	 	2	 	67	2	2	2	2	1	2	1	2	2	 	2	1	2	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	-8	1	1	1	2	1	 	2	1	2	2	 	183	2	2	-8	 	 	2	 	2	2	1	2	2	1	1	2	1	2	1	2	 	4	2	1	1	4	1	3	1	4	4	4	4	5	2	14	1	1	1	2	2	2	 	1	1	1
WA01702	WA0170200	 	1	2	2	WA033-3183	BELLEVUE POLICE DEPT	Bellevue	Washington	WA	98009	126439	Local - SR	101	178	42	0	0	154	0	24	0	151	3	4	0	15	0	3	2	178	110	27	0	1	40	0	1	12	2	17	4	0	0	0	2	1	2	1	1	1	1	1	1	2	2	1	1	1	DV Advocate, Volunteer Coordinator	108584	173448	93204	97476	58824	81504	1	2	2	1	1	2	2	2	2	 	1	2	2	1	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	2	2	1	6	0	0	6	0	0	2	2	0	0	0	3	0	5	0	1	1	2	2	2	2	2	2	 	 	2	1	0	2	2	2	1	2	2	 	1	 	1	1	2	2	 	2	0	2	0	0	0	4	0	2	2	1	37676000	2	1	2	1	1	1	1	2	2	 	2	-8	-8	1	0	0	1	0	0	41	3	3	3	1	75	1	2	1	75	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	1	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	1	0	2	0	-8	-8	-8	-8	-8	 	2	2	2	1	1	2	 	1	1	1	2	 	1	1	1	1	2	1	2	2	 	65	45	1	2	2	2	2	2	2	 	3	 	4	 	2	2	2	2	2	2	2	2	2	2	 	1	1	1	1	1	3	3	1	3	1	1	1	1	1	3	1	1	1	1	-8	1	-8	2	1	1	1	1	1	-8	1	 	2	1	2	2	 	 	 	 	-8	 	 	2	 	1	1	1	1	1	1	1	2	1	2	2	2	 	4	2	1	1	1	1	1	1	1	1	5	4	1	2	4	1	2	1	2	1	2	 	1.046	1.098	1.148
WA03701	WA0370100	 	1	2	2	WA073-3219	BELLINGHAM POLICE DEPT	Bellingham	Washington	WA	98225	82234	Local - SR	101	109	45	0	1	93	0	16	0	98	4	1	0	4	2	0	0	109	77	22	0	0	10	1	0	7	1	12	2	0	0	4	2	1	2	2	1	1	1	2	1	2	1	1	2	2	 	128927	128927	83556	83556	58308	58308	1	1	1	1	1	2	2	2	2	 	1	2	2	2	1	Arranged/Contracted Through Department	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 	2	2	2	1	1	1	1	1.5	1.5	1	1	0	0	0	0	0	0	0	0	2	2	2	2	1	1	2	2	 	 	2	0	1	2	2	2	1	2	2	 	2	0	1	1	2	2	 	2	0	0	0	0	0	2	0	1	1	1	22370464	2	1	1	1	1	1	1	1	2	 	2	-8	-8	2	0	0	0	0	0	0	3	4	4	1	5	1	1	1	77	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	 	0	18	0	-8	-8	-8	-8	-8	 	2	1	1	2	2	2	 	2	2	1	2	 	1	1	2	2	2	2	1	2	 	43	30	1	2	2	2	2	2	2	 	3	 	4	 	7	2	2	2	1	1	1	1	1	1	Directed by Supervisor; Unsure of location; Multiple suspects; Physical abilities of Officer; more..	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	2	1	2	1	Overall Yearly Analysis	199	1	2	-8	 	 	3	 	1	1	1	2	2	1	1	2	1	2	1	2	 	4	2	3	1	3	1	4	4	3	1	5	1	4	2	4	2	-8	-8	-8	-8	-8	 	1.046	1.098	1.148
WA00300	WA0030000	3	2	 	 	WA005-3167	BENTON COUNTY SHERIFFS DEPT	Kennewick	Washington	WA	99336	182398	Sheriff- 50 to 99	202	59	15	0	0	58	0	1	0	51	0	8	0	0	0	0	0	59	44	10	0	0	5	1	0	4	0	5	0	0	0	10	2	1	2	2	1	2	1	1	2	2	2	2	2	2	 	116400	116400	77256	80268	55944	68004	1	1	1	1	2	2	2	2	2	 	1	2	2	1	2	 	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	2	 	2	1	1	2	-8	-8	-8	-8	-8	-8	2	4	0	0	0	6	0	10	0	2	2	2	2	2	2	2	2	 	 	2	2	0	2	1	2	2	2	2	 	2	 	1	2	1	2	 	0	0	2	0	0	0	2	0	0	0	1	9368220	1	1	1	1	1	1	1	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	4	4	2	-8	2	2	1	5	2	2	2	1	2	2	2	2	2	1	1	2	1	1	1	4	 	1	1	2	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	0	1	0	-8	-8	-8	-8	-8	 	2	2	2	2	1	2	 	2	2	2	2	 	2	2	2	2	2	2	2	2	 	50	5	2	1	1	2	1	2	2	 	3	 	2	 	12	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	3	2	2	2	2	3	2	3	2	2	2	2	2	1	1	1	1	1	1	2	1	-8	1	1	1	1	1	 	2	1	2	2	 	30	2	2	-8	 	 	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	4	2	2	2	4	2	2	2	1	5	1	5	2	3	1	1	1	1	2	2	 	2.817	1.198	3.354
